Athlete	Age	Country	Year	Closing_Ceremony_Date	Sport	Gold_Medals	Silver_Medals	Bronze_Medals	Total_Medals
Jin_Jong-O	28	South_Korea	2008	8/24/08	Shooting	1	1	0	2
Katerina_Kurková-Emmons	24	Czech_Republic	2008	8/24/08	Shooting	1	1	0	2
Lyubov_Galkina	31	Russia	2004	8/29/04	Shooting	1	1	0	2
Mariya_Grozdeva	32	Bulgaria	2004	8/29/04	Shooting	1	0	1	2
Lee_Bo-Na	23	South_Korea	2004	8/29/04	Shooting	0	1	1	2
Mikhail_Nestruyev	35	Russia	2004	8/29/04	Shooting	1	1	0	2
Igor_Basinsky	37	Belarus	2000	10/1/00	Shooting	0	1	1	2
Tao_Luna	26	China	2000	10/1/00	Shooting	1	1	0	2
Kim_Crow	26	Australia	2012	8/12/12	Rowing	0	1	1	2
Georgeta_Damian-Andrunache	32	Romania	2008	8/24/08	Rowing	1	0	1	2
Viorica_Susanu	32	Romania	2008	8/24/08	Rowing	1	0	1	2
Georgeta_Damian-Andrunache	28	Romania	2004	8/29/04	Rowing	2	0	0	2
Viorica_Susanu	28	Romania	2004	8/29/04	Rowing	2	0	0	2
Georgeta_Damian-Andrunache	24	Romania	2000	10/1/00	Rowing	2	0	0	2
Doina_Ignat	31	Romania	2000	10/1/00	Rowing	2	0	0	2
Pieta_van_Dishoeck	28	Netherlands	2000	10/1/00	Rowing	0	2	0	2
Eeke_van_Nes	31	Netherlands	2000	10/1/00	Rowing	0	2	0	2
Bill_Demong	29	United_States	2010	2/28/10	Nordic_Combined	1	1	0	2
Bernhard_Gruber	27	Austria	2010	2/28/10	Nordic_Combined	1	0	1	2
Magnus_Moan	22	Norway	2006	2/26/06	Nordic_Combined	0	1	1	2
Ronny_Ackermann	24	Germany	2002	2/24/02	Nordic_Combined	0	2	0	2
Jaakko_Tallus	20	Finland	2002	2/24/02	Nordic_Combined	1	1	0	2
Denis_Ablyazin	19	Russia	2012	8/12/12	Gymnastics	0	1	1	2
Chen_Yibing	27	China	2012	8/12/12	Gymnastics	1	1	0	2
Gabby_Douglas	16	United_States	2012	8/12/12	Gymnastics	2	0	0	2
Feng_Zhe	24	China	2012	8/12/12	Gymnastics	2	0	0	2
Sandra_Izbasa	22	Romania	2012	8/12/12	Gymnastics	1	0	1	2
Viktoriya_Komova	17	Russia	2012	8/12/12	Gymnastics	0	2	0	2
McKayla_Maroney	16	United_States	2012	8/12/12	Gymnastics	1	1	0	2
Marcel_Nguyen	24	Germany	2012	8/12/12	Gymnastics	0	2	0	2
Mariya_Paseka	17	Russia	2012	8/12/12	Gymnastics	0	1	1	2
Catalina_Ponor	24	Romania	2012	8/12/12	Gymnastics	0	1	1	2
Louis_Smith	23	Great_Britain	2012	8/12/12	Gymnastics	0	1	1	2
Max_Whitlock	19	Great_Britain	2012	8/12/12	Gymnastics	0	0	2	2
Chen_Yibing	23	China	2008	8/24/08	Gymnastics	2	0	0	2
Anton_Golotsutskov	23	Russia	2008	8/24/08	Gymnastics	0	0	2	2
He_Kexin	16	China	2008	8/24/08	Gymnastics	2	0	0	2
Jonathan_Horton	22	United_States	2008	8/24/08	Gymnastics	0	1	1	2
Sandra_Izbasa	18	Romania	2008	8/24/08	Gymnastics	1	0	1	2
Li_Xiaopeng	27	China	2008	8/24/08	Gymnastics	2	0	0	2
Kohei_Uchimura	19	Japan	2008	8/24/08	Gymnastics	0	2	0	2
Xiao_Qin	23	China	2008	8/24/08	Gymnastics	2	0	0	2
Alexandra_Eremia	17	Romania	2004	8/29/04	Gymnastics	1	0	1	2
Annia_Hatch	26	United_States	2004	8/29/04	Gymnastics	0	2	0	2
Terin_Humphrey	18	United_States	2004	8/29/04	Gymnastics	0	2	0	2
Takehiro_Kashima	24	Japan	2004	8/29/04	Gymnastics	1	0	1	2
Svetlana_Khorkina	25	Russia	2004	8/29/04	Gymnastics	0	1	1	2
Courtney_Kupets	18	United_States	2004	8/29/04	Gymnastics	0	1	1	2
Anna_Pavlova	16	Russia	2004	8/29/04	Gymnastics	0	0	2	2
Monica_Rosu	17	Romania	2004	8/29/04	Gymnastics	2	0	0	2
Dana_Sofronie	16	Romania	2004	8/29/04	Gymnastics	1	1	0	2
Hiroyuki_Tomita	23	Japan	2004	8/29/04	Gymnastics	1	1	0	2
Marius_Urzica	28	Romania	2004	8/29/04	Gymnastics	0	1	1	2
Isao_Yoneda	26	Japan	2004	8/29/04	Gymnastics	1	0	1	2
Yordan_Yovchev	31	Bulgaria	2004	8/29/04	Gymnastics	0	1	1	2
Oleksandr_Beresh	22	Ukraine	2000	10/1/00	Gymnastics	0	1	1	2
Aleksey_Bondarenko	22	Russia	2000	10/1/00	Gymnastics	0	1	1	2
Lee_Ju-Hyeong	27	South_Korea	2000	10/1/00	Gymnastics	0	1	1	2
Li_Xiaopeng	19	China	2000	10/1/00	Gymnastics	2	0	0	2
Liu_Xuan	21	China	2000	10/1/00	Gymnastics	1	0	1	2
Maria_Olaru	18	Romania	2000	10/1/00	Gymnastics	1	1	0	2
Yelena_Produnova	20	Russia	2000	10/1/00	Gymnastics	0	1	1	2
Andreea_Raducan	16	Romania	2000	10/1/00	Gymnastics	1	1	0	2
Yang_Wei	20	China	2000	10/1/00	Gymnastics	1	1	0	2
Yordan_Yovchev	27	Bulgaria	2000	10/1/00	Gymnastics	0	0	2	2
Elisa_Di_Francisca	29	Italy	2012	8/12/12	Fencing	2	0	0	2
Arianna_Errigo	24	Italy	2012	8/12/12	Fencing	1	1	0	2
Diego_Occhiuzzi	31	Italy	2012	8/12/12	Fencing	0	1	1	2
Sun_Yujie	19	China	2012	8/12/12	Fencing	1	0	1	2
Valentina_Vezzali	38	Italy	2012	8/12/12	Fencing	1	0	1	2
Stefano_Carozzo	29	Italy	2008	8/24/08	Fencing	0	0	2	2
Margherita_Granbassi	28	Italy	2008	8/24/08	Fencing	0	0	2	2
Sada_Jacobson	25	United_States	2008	8/24/08	Fencing	0	1	1	2
Fabrice_Jeannet	27	France	2008	8/24/08	Fencing	1	1	0	2
Nicolas_Lopez	27	France	2008	8/24/08	Fencing	1	1	0	2
Matteo_Tagliariol	25	Italy	2008	8/24/08	Fencing	1	0	1	2
Valentina_Vezzali	34	Italy	2008	8/24/08	Fencing	1	0	1	2
Becca_Ward	18	United_States	2008	8/24/08	Fencing	0	0	2	2
Mariel_Zagunis	23	United_States	2008	8/24/08	Fencing	1	0	1	2
Andrea_Cassarà	20	Italy	2004	8/29/04	Fencing	1	0	1	2
Laura_Flessel-Colovic	32	France	2004	8/29/04	Fencing	0	1	1	2
Aldo_Montano	25	Italy	2004	8/29/04	Fencing	1	1	0	2
Maureen_Nisima	23	France	2004	8/29/04	Fencing	0	0	2	2
Salvatore_Sanzo	28	Italy	2004	8/29/04	Fencing	1	1	0	2
Mathieu_Gourdain	26	France	2000	10/1/00	Fencing	0	2	0	2
Gianna_Hablützel-Bürki	30	Switzerland	2000	10/1/00	Fencing	0	2	0	2
Rita_König	23	Germany	2000	10/1/00	Fencing	0	1	1	2
Wiradech_Kothny	21	Germany	2000	10/1/00	Fencing	0	0	2	2
Hugues_Obry	27	France	2000	10/1/00	Fencing	0	2	0	2
Giovanna_Trillini	30	Italy	2000	10/1/00	Fencing	1	0	1	2
Valentina_Vezzali	26	Italy	2000	10/1/00	Fencing	2	0	0	2
Sandra_Auffarth	25	Germany	2012	8/12/12	Equestrian	1	0	1	2
Laura_Bechtolsheimer	27	Great_Britain	2012	8/12/12	Equestrian	1	0	1	2
Adelinde_Cornelissen	33	Netherlands	2012	8/12/12	Equestrian	0	1	1	2
Charlotte_Dujardin	27	Great_Britain	2012	8/12/12	Equestrian	2	0	0	2
Michael_Jung	29	Germany	2012	8/12/12	Equestrian	2	0	0	2
Gerco_Schröder	34	Netherlands	2012	8/12/12	Equestrian	0	2	0	2
Tina_Cook	37	Great_Britain	2008	8/24/08	Equestrian	0	0	2	2
Heike_Kemmer	46	Germany	2008	8/24/08	Equestrian	1	0	1	2
Eric_Lamaze	40	Canada	2008	8/24/08	Equestrian	1	1	0	2
Beezie_Madden	44	United_States	2008	8/24/08	Equestrian	1	0	1	2
Hinrich_Romeike	45	Germany	2008	8/24/08	Equestrian	2	0	0	2
Anky_van_Grunsven	40	Netherlands	2008	8/24/08	Equestrian	1	1	0	2
Isabell_Werth	39	Germany	2008	8/24/08	Equestrian	1	1	0	2
Beatriz_Ferrer-Salat	38	Spain	2004	8/29/04	Equestrian	0	1	1	2
Pippa_Funnell	35	Great_Britain	2004	8/29/04	Equestrian	0	1	1	2
Chris_Kappler	37	United_States	2004	8/29/04	Equestrian	1	1	0	2
Marco_Kutscher	29	Germany	2004	8/29/04	Equestrian	0	0	2	2
Leslie_Law	39	Great_Britain	2004	8/29/04	Equestrian	1	1	0	2
Ulla_Salzgeber	46	Germany	2004	8/29/04	Equestrian	1	1	0	2
Kim_Severson	30	United_States	2004	8/29/04	Equestrian	0	1	1	2
Andrew_Hoy	41	Australia	2000	10/1/00	Equestrian	1	1	0	2
David_O'Connor	38	United_States	2000	10/1/00	Equestrian	1	0	1	2
Ulla_Salzgeber	42	Germany	2000	10/1/00	Equestrian	1	0	1	2
Anky_van_Grunsven	32	Netherlands	2000	10/1/00	Equestrian	1	1	0	2
Isabell_Werth	31	Germany	2000	10/1/00	Equestrian	1	1	0	2
David_Boudia	23	United_States	2012	8/12/12	Diving	1	0	1	2
Chen_Ruolin	19	China	2012	8/12/12	Diving	2	0	0	2
He_Zi	21	China	2012	8/12/12	Diving	1	1	0	2
Qin_Kai	26	China	2012	8/12/12	Diving	1	1	0	2
Wu_Minxia	26	China	2012	8/12/12	Diving	2	0	0	2
Ilya_Zakharov	21	Russia	2012	8/12/12	Diving	1	1	0	2
Chen_Ruolin	15	China	2008	8/24/08	Diving	2	0	0	2
Gleb_Galperin	25	Russia	2008	8/24/08	Diving	0	0	2	2
Guo_Jingjing	26	China	2008	8/24/08	Diving	2	0	0	2
Yuliya_Pakhalina	30	Russia	2008	8/24/08	Diving	0	2	0	2
Qin_Kai	22	China	2008	8/24/08	Diving	1	0	1	2
Wang_Xin	16	China	2008	8/24/08	Diving	1	0	1	2
Wu_Minxia	22	China	2008	8/24/08	Diving	1	0	1	2
Guo_Jingjing	22	China	2004	8/29/04	Diving	2	0	0	2
Mathew_Helm	23	Australia	2004	8/29/04	Diving	0	1	1	2
Lao_Lishi	16	China	2004	8/29/04	Diving	1	1	0	2
Chantelle_Michell-Newbery	27	Australia	2004	8/29/04	Diving	1	0	1	2
Robert_Newbery	25	Australia	2004	8/29/04	Diving	0	0	2	2
Yuliya_Pakhalina	26	Russia	2004	8/29/04	Diving	0	1	1	2
Tian_Liang	24	China	2004	8/29/04	Diving	1	0	1	2
Wu_Minxia	18	China	2004	8/29/04	Diving	1	1	0	2
Fu_Mingxia	22	China	2000	10/1/00	Diving	1	1	0	2
Guo_Jingjing	18	China	2000	10/1/00	Diving	0	2	0	2
Hu_Jia	17	China	2000	10/1/00	Diving	0	2	0	2
Li_Na	16	China	2000	10/1/00	Diving	1	1	0	2
Anne_Montminy	25	Canada	2000	10/1/00	Diving	0	1	1	2
Tian_Liang	21	China	2000	10/1/00	Diving	1	1	0	2
Xiong_Ni	26	China	2000	10/1/00	Diving	2	0	0	2
Grégory_Baugé	27	France	2012	8/12/12	Cycling	0	2	0	2
Ed_Clancy	27	Great_Britain	2012	8/12/12	Cycling	1	0	1	2
Sarah_Hammer	28	United_States	2012	8/12/12	Cycling	0	2	0	2
Chris_Hoy	36	Great_Britain	2012	8/12/12	Cycling	2	0	0	2
Jason_Kenny	24	Great_Britain	2012	8/12/12	Cycling	2	0	0	2
Maximilian_Levy	25	Germany	2012	8/12/12	Cycling	0	1	1	2
Anna_Meares	28	Australia	2012	8/12/12	Cycling	1	0	1	2
Vicki_Pendleton	31	Great_Britain	2012	8/12/12	Cycling	1	1	0	2
Laura_Trott	20	Great_Britain	2012	8/12/12	Cycling	2	0	0	2
Olga_Zabelinskaya	32	Russia	2012	8/12/12	Cycling	0	0	2	2
Mickaël_Bourgain	28	France	2008	8/24/08	Cycling	0	1	1	2
Fabian_Cancellara	27	Switzerland	2008	8/24/08	Cycling	1	1	0	2
Jason_Kenny	20	Great_Britain	2008	8/24/08	Cycling	1	1	0	2
Joan_Llaneras	39	Spain	2008	8/24/08	Cycling	1	1	0	2
Hayden_Roulston	27	New_Zealand	2008	8/24/08	Cycling	0	1	1	2
Bradley_Wiggins	28	Great_Britain	2008	8/24/08	Cycling	2	0	0	2
Ryan_Bayley	22	Australia	2004	8/29/04	Cycling	2	0	0	2
Graeme_Brown	25	Australia	2004	8/29/04	Cycling	2	0	0	2
Sergi_Escobar	29	Spain	2004	8/29/04	Cycling	0	0	2	2
Rob_Hayles	31	Great_Britain	2004	8/29/04	Cycling	0	1	1	2
Brad_McGee	28	Australia	2004	8/29/04	Cycling	1	1	0	2
Anna_Meares	20	Australia	2004	8/29/04	Cycling	1	0	1	2
Stefan_Nimke	26	Germany	2004	8/29/04	Cycling	1	0	1	2
Olga_Slyusareva	35	Russia	2004	8/29/04	Cycling	1	0	1	2
Arnaud_Tournant	26	France	2004	8/29/04	Cycling	0	1	1	2
René_Wolff	26	Germany	2004	8/29/04	Cycling	1	0	1	2
Leontien_Zijlaard-van_Moorsel	34	Netherlands	2004	8/29/04	Cycling	1	0	1	2
Félicia_Ballanger	29	France	2000	10/1/00	Cycling	2	0	0	2
Robert_Bartko	24	Germany	2000	10/1/00	Cycling	2	0	0	2
Jens_Fiedler	30	Germany	2000	10/1/00	Cycling	0	0	2	2
Jens_Lehmann	32	Germany	2000	10/1/00	Cycling	1	1	0	2
Gary_Neiwand	34	Australia	2000	10/1/00	Cycling	0	1	1	2
Jason_Queally	30	Great_Britain	2000	10/1/00	Cycling	1	1	0	2
Jan_Ullrich	26	Germany	2000	10/1/00	Cycling	1	1	0	2
Luká__Bauer	32	Czech_Republic	2010	2/28/10	Cross_Country_Skiing	0	0	2	2
Anna_Haag	23	Sweden	2010	2/28/10	Cross_Country_Skiing	0	2	0	2
Marcus_Hellner	24	Sweden	2010	2/28/10	Cross_Country_Skiing	2	0	0	2
Charlotte_Kalla	22	Sweden	2010	2/28/10	Cross_Country_Skiing	1	1	0	2
Claudia_Künzel-Nystad	32	Germany	2010	2/28/10	Cross_Country_Skiing	1	1	0	2
Aino-Kaisa_Saarinen	31	Finland	2010	2/28/10	Cross_Country_Skiing	0	0	2	2
Evi_Sachenbacher-Stehle	29	Germany	2010	2/28/10	Cross_Country_Skiing	1	1	0	2
Axel_Teichmann	30	Germany	2010	2/28/10	Cross_Country_Skiing	0	2	0	2
Tobias_Angerer	28	Germany	2006	2/26/06	Cross_Country_Skiing	0	1	1	2
Yuliya_Chepalova	29	Russia	2006	2/26/06	Cross_Country_Skiing	1	1	0	2
Yevgeny_Dementyev	23	Russia	2006	2/26/06	Cross_Country_Skiing	1	1	0	2
Giorgio_Di_Centa	33	Italy	2006	2/26/06	Cross_Country_Skiing	2	0	0	2
Thobias_Fredriksson	30	Sweden	2006	2/26/06	Cross_Country_Skiing	1	0	1	2
Claudia_Künzel-Nystad	28	Germany	2006	2/26/06	Cross_Country_Skiing	0	2	0	2
Björn_Lind	27	Sweden	2006	2/26/06	Cross_Country_Skiing	2	0	0	2
Yevgeniya_Medvedeva	29	Russia	2006	2/26/06	Cross_Country_Skiing	1	0	1	2
Katerina_Neumannová	32	Czech_Republic	2006	2/26/06	Cross_Country_Skiing	1	1	0	2
Pietro_Piller_Cottrer	31	Italy	2006	2/26/06	Cross_Country_Skiing	1	0	1	2
Kristina__migun-Vähi	28	Estonia	2006	2/26/06	Cross_Country_Skiing	2	0	0	2
Thomas_Alsgaard	30	Norway	2002	2/24/02	Cross_Country_Skiing	2	0	0	2
Viola_Bauer	25	Germany	2002	2/24/02	Cross_Country_Skiing	1	0	1	2
Anita_Moen-Guidon	34	Norway	2002	2/24/02	Cross_Country_Skiing	0	1	1	2
Katerina_Neumannová	28	Czech_Republic	2002	2/24/02	Cross_Country_Skiing	0	2	0	2
Evi_Sachenbacher-Stehle	21	Germany	2002	2/24/02	Cross_Country_Skiing	1	1	0	2
Kristen_Skjeldal	34	Norway	2002	2/24/02	Cross_Country_Skiing	1	0	1	2
Andrus_Veerpalu	31	Estonia	2002	2/24/02	Cross_Country_Skiing	1	1	0	2
Cristian_Zorzi	29	Italy	2002	2/24/02	Cross_Country_Skiing	0	1	1	2
Tina_Dietze	24	Germany	2012	8/12/12	Canoeing	1	1	0	2
Natasa_Douchev-Janics	30	Hungary	2012	8/12/12	Canoeing	0	1	1	2
Katalin_Kovács	36	Hungary	2012	8/12/12	Canoeing	1	1	0	2
Danuta_Kozák	25	Hungary	2012	8/12/12	Canoeing	2	0	0	2
Inna_Osypenko-Radomska	29	Ukraine	2012	8/12/12	Canoeing	0	2	0	2
Franziska_Weber	23	Germany	2012	8/12/12	Canoeing	1	1	0	2
Tim_Brabants	31	Great_Britain	2008	8/24/08	Canoeing	1	0	1	2
David_Cal	25	Spain	2008	8/24/08	Canoeing	0	2	0	2
Natasa_Douchev-Janics	26	Hungary	2008	8/24/08	Canoeing	1	1	0	2
Christian_Gille	32	Germany	2008	8/24/08	Canoeing	0	1	1	2
Katalin_Kovács	32	Hungary	2008	8/24/08	Canoeing	1	1	0	2
Vadim_Makhnyov	28	Belarus	2008	8/24/08	Canoeing	1	0	1	2
Roman_Petrushenko	27	Belarus	2008	8/24/08	Canoeing	1	0	1	2
Katrin_Wagner-Augustin	30	Germany	2008	8/24/08	Canoeing	1	0	1	2
Ken_Wallace	25	Australia	2008	8/24/08	Canoeing	1	0	1	2
Tomasz_Wylenzek	25	Germany	2008	8/24/08	Canoeing	0	1	1	2
Nathan_Baggaley	28	Australia	2004	8/29/04	Canoeing	0	2	0	2
David_Cal	21	Spain	2004	8/29/04	Canoeing	1	1	0	2
Andreas_Dittmer	32	Germany	2004	8/29/04	Canoeing	1	1	0	2
Natasa_Douchev-Janics	22	Hungary	2004	8/29/04	Canoeing	2	0	0	2
Birgit_Fischer-Schmidt	42	Germany	2004	8/29/04	Canoeing	1	1	0	2
Aleksandr_Kostoglod	30	Russia	2004	8/29/04	Canoeing	0	1	1	2
Katalin_Kovács	28	Hungary	2004	8/29/04	Canoeing	1	1	0	2
Aleksandr_Kovalyov	29	Russia	2004	8/29/04	Canoeing	0	1	1	2
Eirik_Verås_Larsen	28	Norway	2004	8/29/04	Canoeing	1	0	1	2
Carolin_Leonhardt	19	Germany	2004	8/29/04	Canoeing	1	1	0	2
Adam_Van_Koeverden	22	Canada	2004	8/29/04	Canoeing	1	0	1	2
Andreas_Dittmer	28	Germany	2000	10/1/00	Canoeing	1	0	1	2
Birgit_Fischer-Schmidt	38	Germany	2000	10/1/00	Canoeing	2	0	0	2
Knut_Holmann	32	Norway	2000	10/1/00	Canoeing	2	0	0	2
Zoltán_Kammerer	22	Hungary	2000	10/1/00	Canoeing	2	0	0	2
Katalin_Kovács	24	Hungary	2000	10/1/00	Canoeing	0	2	0	2
Petar_Merkov	23	Bulgaria	2000	10/1/00	Canoeing	0	2	0	2
Florin_Popescu	26	Romania	2000	10/1/00	Canoeing	1	0	1	2
Mitica_Pricop	22	Romania	2000	10/1/00	Canoeing	1	0	1	2
Botond_Storcz	25	Hungary	2000	10/1/00	Canoeing	2	0	0	2
Szilvia_Szabó	21	Hungary	2000	10/1/00	Canoeing	0	2	0	2
Katrin_Wagner-Augustin	22	Germany	2000	10/1/00	Canoeing	2	0	0	2
Kevin_Kuske	31	Germany	2010	2/28/10	Bobsleigh	1	1	0	2
André_Lange	36	Germany	2010	2/28/10	Bobsleigh	1	1	0	2
Martin_Annen	32	Switzerland	2006	2/26/06	Bobsleigh	0	0	2	2
Beat_Hefti	28	Switzerland	2006	2/26/06	Bobsleigh	0	0	2	2
Kevin_Kuske	27	Germany	2006	2/26/06	Bobsleigh	2	0	0	2
André_Lange	32	Germany	2006	2/26/06	Bobsleigh	2	0	0	2
Ole_Einar_Bjørndalen	36	Norway	2010	2/28/10	Biathlon	1	1	0	2
Marie_Laure_Brunet	21	France	2010	2/28/10	Biathlon	0	1	1	2
Marie_Dorin	23	France	2010	2/28/10	Biathlon	0	1	1	2
Simone_Hauswald	30	Germany	2010	2/28/10	Biathlon	0	0	2	2
Vincent_Jay	24	France	2010	2/28/10	Biathlon	1	0	1	2
Anastasia_Kuzmina	25	Slovakia	2010	2/28/10	Biathlon	1	1	0	2
Christoph_Sumann	34	Austria	2010	2/28/10	Biathlon	0	2	0	2
Yevgeny_Ustyugov	24	Russia	2010	2/28/10	Biathlon	1	0	1	2
Olga_Zaytseva	31	Russia	2010	2/28/10	Biathlon	1	1	0	2
Florence_Baverel-Robert	31	France	2006	2/26/06	Biathlon	1	0	1	2
Vincent_Defrasne	28	France	2006	2/26/06	Biathlon	1	0	1	2
Halvard_Hanevold	36	Norway	2006	2/26/06	Biathlon	0	1	1	2
Svetlana_Ishmuratova	33	Russia	2006	2/26/06	Biathlon	2	0	0	2
Anna-Carin_Olofsson-Zidek	32	Sweden	2006	2/26/06	Biathlon	1	1	0	2
Uschi_Disl	31	Germany	2002	2/24/02	Biathlon	1	1	0	2
Sven_Fischer	30	Germany	2002	2/24/02	Biathlon	0	2	0	2
Ricco_Groß	31	Germany	2002	2/24/02	Biathlon	0	1	1	2
Andrea_Henkel	24	Germany	2002	2/24/02	Biathlon	2	0	0	2
Frank_Luck	34	Germany	2002	2/24/02	Biathlon	0	2	0	2
Raphaël_Poirée	27	France	2002	2/24/02	Biathlon	0	1	1	2
Olga_Pylyova-Medvedtseva	26	Russia	2002	2/24/02	Biathlon	1	0	1	2
Liv_Grete_Skjelbreid-Poirée	27	Norway	2002	2/24/02	Biathlon	0	2	0	2
Magdalena_Wallin-Forsberg	34	Sweden	2002	2/24/02	Biathlon	0	0	2	2
Zhao_Yunlei	25	China	2012	8/12/12	Badminton	2	0	0	2
Lee_Hyo-Jeong	27	South_Korea	2008	8/24/08	Badminton	1	1	0	2
Yu_Yang	22	China	2008	8/24/08	Badminton	1	0	1	2
Gao_Ling	25	China	2004	8/29/04	Badminton	1	1	0	2
Gao_Ling	21	China	2000	10/1/00	Badminton	1	0	1	2
Nataliya_Antyukh	31	Russia	2012	8/12/12	Athletics	1	1	0	2
Veronica_Campbell-Brown	30	Jamaica	2012	8/12/12	Athletics	0	1	1	2
Vivian_Cheruiyot	28	Kenya	2012	8/12/12	Athletics	0	1	1	2
Will_Claye	21	United_States	2012	8/12/12	Athletics	0	1	1	2
Tirunesh_Dibaba	27	Ethiopia	2012	8/12/12	Athletics	1	0	1	2
Mo_Farah	29	Great_Britain	2012	8/12/12	Athletics	2	0	0	2
Justin_Gatlin	30	United_States	2012	8/12/12	Athletics	0	1	1	2
Lalonde_Gordon	23	Trinidad_and_Tobago	2012	8/12/12	Athletics	0	0	2	2
Sanya_Richards-Ross	27	United_States	2012	8/12/12	Athletics	2	0	0	2
DeeDee_Trotter	29	United_States	2012	8/12/12	Athletics	1	0	1	2
Elvan_Abeylegesse	25	Turkey	2008	8/24/08	Athletics	0	2	0	2
Kenenisa_Bekele	26	Ethiopia	2008	8/24/08	Athletics	2	0	0	2
Kerron_Clement	22	United_States	2008	8/24/08	Athletics	1	1	0	2
Tirunesh_Dibaba	23	Ethiopia	2008	8/24/08	Athletics	2	0	0	2
Walter_Dix	22	United_States	2008	8/24/08	Athletics	0	0	2	2
Allyson_Felix	22	United_States	2008	8/24/08	Athletics	1	1	0	2
Yuliya_Gushchina	25	Russia	2008	8/24/08	Athletics	1	1	0	2
Tatyana_Lebedeva	32	Russia	2008	8/24/08	Athletics	0	2	0	2
LaShawn_Merritt	22	United_States	2008	8/24/08	Athletics	2	0	0	2
David_Neville	24	United_States	2008	8/24/08	Athletics	1	0	1	2
Sanya_Richards-Ross	23	United_States	2008	8/24/08	Athletics	1	0	1	2
Kerron_Stewart	24	Jamaica	2008	8/24/08	Athletics	0	1	1	2
Jared_Tallent	23	Australia	2008	8/24/08	Athletics	0	1	1	2
Angelo_Taylor	29	United_States	2008	8/24/08	Athletics	2	0	0	2
Richard_Thompson	23	Trinidad_and_Tobago	2008	8/24/08	Athletics	0	2	0	2
Jeremy_Wariner	24	United_States	2008	8/24/08	Athletics	1	1	0	2
Shericka_Williams	22	Jamaica	2008	8/24/08	Athletics	0	1	1	2
Nataliya_Antyukh	23	Russia	2004	8/29/04	Athletics	0	1	1	2
Kenenisa_Bekele	22	Ethiopia	2004	8/29/04	Athletics	1	1	0	2
Derrick_Brew	26	United_States	2004	8/29/04	Athletics	1	0	1	2
Shawn_Crawford	26	United_States	2004	8/29/04	Athletics	1	1	0	2
Hicham_El_Guerrouj	29	Morocco	2004	8/29/04	Athletics	2	0	0	2
Maurice_Greene	30	United_States	2004	8/29/04	Athletics	0	1	1	2
Otis_Harris	22	United_States	2004	8/29/04	Athletics	1	1	0	2
Kelly_Holmes	34	Great_Britain	2004	8/29/04	Athletics	2	0	0	2
Tatyana_Lebedeva	28	Russia	2004	8/29/04	Athletics	1	0	1	2
Jeremy_Wariner	20	United_States	2004	8/29/04	Athletics	2	0	0	2
Ato_Boldon	26	Trinidad_and_Tobago	2000	10/1/00	Athletics	0	1	1	2
Pauline_Davis-Thompson	34	Bahamas	2000	10/1/00	Athletics	2	0	0	2
Lorraine_Graham	27	Jamaica	2000	10/1/00	Athletics	0	2	0	2
Maurice_Greene	26	United_States	2000	10/1/00	Athletics	2	0	0	2
Greg_Haughton	26	Jamaica	2000	10/1/00	Athletics	0	1	1	2
Deon_Hemmings	31	Jamaica	2000	10/1/00	Athletics	0	2	0	2
Robert_Korzeniowski	32	Poland	2000	10/1/00	Athletics	2	0	0	2
Tayna_Lawrence	25	Jamaica	2000	10/1/00	Athletics	0	2	0	2
Beverly_McDonald	30	Jamaica	2000	10/1/00	Athletics	0	1	1	2
Merlene_Ottey-Page	40	Jamaica	2000	10/1/00	Athletics	0	1	1	2
Irina_Privalova	31	Russia	2000	10/1/00	Athletics	1	0	1	2
Gabriela_Szabo	24	Romania	2000	10/1/00	Athletics	1	0	1	2
Gete_Wami	25	Ethiopia	2000	10/1/00	Athletics	0	1	1	2
Elisabeth_Görgl	28	Austria	2010	2/28/10	Alpine_Skiing	0	0	2	2
Lindsey_Kildow-Vonn	25	United_States	2010	2/28/10	Alpine_Skiing	1	0	1	2
Ivica_Kostelic	30	Croatia	2010	2/28/10	Alpine_Skiing	0	2	0	2
Julia_Mancuso	25	United_States	2010	2/28/10	Alpine_Skiing	0	2	0	2
Tina_Maze	26	Slovenia	2010	2/28/10	Alpine_Skiing	0	2	0	2
Maria_Riesch	25	Germany	2010	2/28/10	Alpine_Skiing	2	0	0	2
Michaela_Dorfmeister	32	Austria	2006	2/26/06	Alpine_Skiing	2	0	0	2
Janica_Kostelic	24	Croatia	2006	2/26/06	Alpine_Skiing	1	1	0	2
Hermann_Maier	33	Austria	2006	2/26/06	Alpine_Skiing	0	1	1	2
Benjamin_Raich	27	Austria	2006	2/26/06	Alpine_Skiing	2	0	0	2
Marlies_Schild	24	Austria	2006	2/26/06	Alpine_Skiing	0	1	1	2
Rainer_Schönfelder	28	Austria	2006	2/26/06	Alpine_Skiing	0	0	2	2
Kjetil_André_Aamodt	30	Norway	2002	2/24/02	Alpine_Skiing	2	0	0	2
Renate_Götschl	26	Austria	2002	2/24/02	Alpine_Skiing	0	1	1	2
Lasse_Kjus	31	Norway	2002	2/24/02	Alpine_Skiing	0	1	1	2
Bode_Miller	24	United_States	2002	2/24/02	Alpine_Skiing	0	2	0	2
Anja_Pärson	20	Sweden	2002	2/24/02	Alpine_Skiing	0	1	1	2
